Business ID,Name,Latitude,Longitude,Category,Rating,Popularity
57c6ebaf498e35841d656d24,coffee valley (وادي القهوة),26.250352,50.202656,Coffee Shop,8.5,0.9835172405155246
4f93faafe4b015eb3e04e556,al-kharj international coffee house (مقهى الخرج العالمي),26.260022,50.197641,Coffee Shop,No rating,0.9326912238073171
62c4a4963e2a294ed8a25d2f,espresso station (اسبريسو ستيشن),26.241778,50.214466,Coffee Shop,8.8,0.968299495246803
5f6e3c929227c33c89239843,cesario coffee,26.255965,50.220532,Coffee Shop,8.6,0.9912826743152015
5f41fd2c99f7251476c30e9c,sun room cafe & restaurant,26.255705,50.220895,Café,6.2,0.29022682581630993
6133afd3c0e9dc3f2d462769,كافيه ذكريات,26.254626,50.209183,Café,No rating,0.03823849901679588
5f3e692d39214b2703c424cd,art,26.254266,50.212366,Café,No rating,0.7691536929647674
5ef63d2cd1870d0008c84891,darts cafe (دارتس كافيه),26.255207,50.203506,Coffee Shop,No rating,0.9557620771282925
5f97ed2d107f3c6dc6c1a5aa,blue sky,26.254914,50.214438,Coffee Shop,No rating,0.963778008792475
51d85eeb498ec7482aec3a8f,aquab cafe ramada hotel,26.255103,50.218399,Café,No rating,0.2018136045390213
52e56a48498e19014f51c2f7,الرواف,26.259432,50.204581,Café,No rating,0.2966145213612054
543ccc2d498e5113f8dc9b45,joffrey's (جوفريز),26.269111,50.018763,Coffee Shop,6.8,0.9745223698431144
5d3809611c78ae00084d8aac,rosario,26.265339,50.020159,Coffee Shop,No rating,0.9917404149616379
61f8be34193ca25cbbd24f02,1oak at baker hughes,26.264224,50.022215,Café,No rating,0.9939342503064642
61f8bdc29daab04bf6ef478f,1oak,26.264361,50.022595,Café,No rating,0.806559452372758
50a1f2bce4b0f0dfd03020f4,joffrey's (جوفريز),26.268864,50.027983,Coffee Shop,6.7,0.578222243230558
63f2ef65001dde000e771e69,starbucks (ستاربكس),26.264333,50.067991,Coffee Shop,7.7,0.3331422219619089
60f2f1e74c6f467a2461f883,rovingo,26.265446,50.070539,Coffee Shop,No rating,0.9862830245884329
5fdb1e34d064bc7c9bc80d44,accelent cafe,26.275405,50.071502,Café,No rating,0.92290733239198
5346a815498e0f5092dc2163,swiss coffe,26.263484,50.139647,Café,No rating,0.9989969962067651
6032ae77fe87f20035e807ae,al-taam coffee and flour mill (مطاحن وبن التام),26.273722,50.185155,Café,No rating,0.9437256547387933
5691111a498e17b93542801e,barn's (بارن كافيه),26.266281,50.203846,Coffee Shop,8.4,0.9798850214801919
52ff58c211d2964d6130488b,caffè nero,26.274295,50.200446,Coffee Shop,8.2,0.9853959744993174
58133f0638fae1f20d72985a,شاي جمر,26.274829,50.185198,Tea Room,7.6,0.9926604125699828
5cae56c1911fc4002c178ee6,deawaniyat gdoe (ديوانية قدوع),26.269075,50.19019,Coffee Shop,No rating,0.5443944840370236
5e42f7f6bf4bc500086b4741,ديوانية فن الزعفران,26.269137,50.19041,Coffee Shop,No rating,0.6744529752883857
5dee3c9cecb0ba000850bd55,الشبة,26.26673,50.19417,Café,No rating,0.8792850790947008
5bb118e06dcf04002c25d857,قهوة الشيوخ,26.270306,50.192228,Café,No rating,0.18586941546323318
584ee0bc0037eb460ec981a7,ديوانية وقت القهوة,26.271939,50.195694,Café,No rating,0.09481344171540938
63fe4920a7b0730de255d38f,اوراق الشاي الفاخرة,26.274264,50.184789,Tea Room,No rating,0.9573527385679037
6023528b76ef3a60befcfdc4,coffee only,26.273196,50.200791,Coffee Shop,No rating,0.8694279881264012
5fd7e8e41709c5513f4babc2,love coffe,26.266142,50.203234,Coffee Shop,No rating,0.507483623702108
5a2eca761ffe9731e447acc8,برنس الشرق,26.279398,50.190786,Café,No rating,0.9710048721834647
5a81936c5d891b6e3feabf99,starbucks (ستاربكس),26.268738,50.216005,Coffee Shop,9.1,0.9852832504602899
5b3ce9e52b274a002c0b3ac7,ستاربكس,26.266237,50.213014,Coffee Shop,8.1,0.9937250284941321
59ca4ddc98fbfc7a18a814d0,vicoli boutique (ڤيكولي بوتيك),26.272916,50.216325,Café,8.8,0.9570145664508211
5dd5672fc61ceb00088c19b5,shathrat cafe (شذرات كافيه),26.275161,50.218922,Café,9.0,0.9718690898160093
6333de8145a3df6999ec49cb,ستاربكس,26.272397,50.206836,Coffee Shop,7.9,0.8931376110018662
5789215e498e67265b7749be,tea time,26.277549,50.211453,Coffee Shop,8.5,0.9755639333174685
4ef0e9a99a52cecf43832c2b,sea rock (صخر البحر),26.261907,50.219034,Café,8.0,0.936949687503914
59089ae95d891b37234c78cb,sunroom cafe and restaurant,26.271953,50.221238,Café,7.6,0.9774677170877119
594b2492f870fd0be7305aee,drag coffee (دراق كوفي),26.269137,50.216254,Coffee Shop,6.4,0.9255019350960033
523d43c4498e8150c147db1e,azeem cafeteria,26.277812,50.213213,Tea Room,6.3,0.9234353277138312
5fd8efe8e7f86f465ef9ab89,بيت الكيف للقهوة,26.265413,50.209797,Coffee Shop,No rating,0.8801367718340201
57c329a5498e444ba10c5ce9,ديوانية المشراق,26.265613,50.210393,Café,No rating,0.9571147655966233
4df3c8781fc7b84e0ea7a58d,cafe vergnano,26.268964,50.2127,Café,No rating,0.8931501358950915
4fa91065e4b08cc7d9ad228f,dr. cafe (د. كيف),26.267476,50.213858,Café,No rating,0.8760411317493518
6333de452d18bd7c27392bf1,statbucks,26.271912,50.205979,Coffee Shop,No rating,0.7354241555090743
518e05a2498e36a3b7c0fc44,la mode coffee,26.267111,50.215659,Coffee Shop,No rating,0.8707681517015068
645747a8a386ab60a3e55a55,cofffee,26.274446,50.205603,Coffee Shop,No rating,0.7905086359138789
644ce1cf1889856df5f92055,density,26.274618,50.205582,Coffee Shop,No rating,0.1878859232725041
646b00e440b90e1e3d0106d1,قهوة عُمق,26.274735,50.205421,Coffee Shop,No rating,0.9126388697536354
63abd0176b85824ca2ad22df,مقهى ومحمصة شرق,26.274785,50.205435,Coffee Shop,No rating,0.9509775679162336
5d0fd6488be3b0002389be50,فلورنس,26.275352,50.211497,Café,No rating,0.6218609486354129
631cc9a21c4fbe3d29803e01,vroulik,26.269432,50.218829,Coffee Shop,No rating,0.008191280169336556
6431b46983f93028fee2097c,iraqi tea (جاي عراقي),26.274384,50.215571,Tea Room,No rating,0.12269385403489436
4ca8e960f47ea14397187a21,snolardo caffee,26.277059,50.213705,Café,No rating,0.5934294410140154
518d3123498e5f6932424436,dr. cafe,26.275465,50.216483,Café,No rating,0.910647411730815
61ab3cb9a5efe429a8c99b76,golden tea (كرك الذهبي),26.277475,50.212968,Coffee Shop,No rating,0.907265690559988
5226fc3e11d22aa24ba799b8,مندوش صبيخه,26.277427,50.2129,Café,No rating,0.5341240715922897
4fc25ccfe4b07c20ea1ebd4c,noor cafe,26.277766,50.213402,Café,No rating,0.8991495597500031
53df8e0c498e414188bd0aa9,dhamki chayakada,26.277827,50.21315,Tea Room,No rating,0.22787790734083993
4dd2d60bd4c01eb457dbb2fb,al amwaj suites,26.277092,50.21523,Café,No rating,0.9616362520509513
61c79c0506c40a5273017880,woods,26.278907,50.209022,Café,No rating,0.8760661815358024
5d86db55b4965100085136c3,الصقيلي,26.272629,50.220825,Coffee Shop,No rating,0.37225235154870306
60fdf56dc5ce8e754a750448,shrq coffee,26.279408,50.208267,Coffee Shop,No rating,0.8944777745769718
56730d22498e586245fe893c,cinnzeo (سينزيو),26.279542,50.208452,Coffee Shop,No rating,0.9050112097794366
5f62d15c0ed4c262cb268bb8,24 cafe,26.295317,50.035247,Café,8.5,0.9994824363991512
5c649d5b57a537002cfd84c9,tamper cafe,26.295318,50.03572,Café,8.2,0.993446722856159
5db4be39e55508000839c6e2,alkarak,26.295346,50.034411,Coffee Shop,8.0,0.9999663238752804
52b99bde498e570c7e76040c,derby café (دربي كافيه),26.294947,50.034872,Coffee Shop,7.3,0.9989473601952736
520844dc11d27cd9ec2e58b1,dharan restaurant,26.28121,50.026434,Café,No rating,0.9320955944781643
4e006f7788776240d3f1b0e1,قهوة بوهيثم,26.294869,50.034478,Coffee Shop,6.0,0.9996768059292787
610b3830ccb3023c80562493,ديوانية الكيف,26.295454,50.034678,Tea Room,No rating,0.3543787222076835
5a22b7f0603d2a62d4cfd78c,ديوانية الشيوخ للقهوة العربي,26.284161,50.060261,Café,No rating,0.8251294551724835
6101910c892b76360e4fe66a,shrq coffee roasters (مقهى و محمصة شرق),26.290108,50.100756,Coffee Shop,8.8,0.9849173553719008
5208ace011d28afd4318206c,snak bar,26.290935,50.105595,Café,No rating,0.8035123966942149
4ed764d07ee53b380fae3858,corsini cafè,26.292353,50.103239,Café,No rating,0.4807851239669422
519ed26c2fc6c029649a6e95,كرسبي كريم,26.280212,50.117581,Café,No rating,0.5257771643954627
5a7a8756acb00b0492561a93,caffè florian,26.292934,50.124689,Café,No rating,0.6553719008264463
518737a0498ea191b71cf14b,coffee valley - peace hawk,26.289288,50.132148,Café,No rating,0.8890495867768595
